Comments,Sentiment
empresa aunque desactualizada muy educativa atenta y mucho margen creatividad ideas,"AnalyzerOutput(output=POS, probas={POS: 0.793, NEU: 0.194, NEG: 0.014})"
considero materia prácticas profesión no debería tener costo demás materias plan estudio ya no utilizan mismos recursos una materia normal además realización prácticas si implica un gasto mayoría transporte y gastos derivados incluyendo mayoría veces no percibe un salario parte empresas realizar prácticas resulta muchísimo costoso debería número unidades opinión reducido sustancialmente debido una cantidad dinero considerable un periodo corto,"AnalyzerOutput(output=NEG, probas={NEG: 0.787, NEU: 0.204, POS: 0.010})"
una experiencia muy buena todo realizó trabajo campo oficina,"AnalyzerOutput(output=POS, probas={POS: 0.976, NEU: 0.022, NEG: 0.002})"
creo muy buena idea hacer prácticas empresas así dan un buen panorama cómo funcionan cosas tipo organizaciones espero demás áreas universidad servicio social puedan acoplar dinámicas nacionales tipo muy difícil viajando hacer trámites universidad y si recurrentes,"AnalyzerOutput(output=NEU, probas={NEU: 0.642, POS: 0.328, NEG: 0.030})"
proyectos empresa ofrece estudiantes pretenden hacer prácticas profesionales dicha institución ofrecen un nivel alto emprendimiento así creatividad y competitividad además ambiente existe empresa favorece enormemente desarrollo proyectos requeridos empresa,"AnalyzerOutput(output=POS, probas={POS: 0.801, NEU: 0.187, NEG: 0.011})"
gustó mucho realizar prácticas cedinsa excelente ambiente trabajo y todo actividades relice van directamente relacionadas licenciatura,"AnalyzerOutput(output=POS, probas={POS: 0.967, NEU: 0.030, NEG: 0.003})"
ninguno,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.298, POS: 0.205})"
organización hace desarrollarte profesionista proyectos,"AnalyzerOutput(output=POS, probas={POS: 0.670, NEU: 0.311, NEG: 0.019})"
sugiero si una organización pedirá practicantes actividades claras y un proyecto cuál practicante pueda desempeñar y universidad tajante hora saber papel estudiante dicho proyecto mayor parte residencias trato apoyar necesite ya asesorías staff conseguir componentes centro hacer cotizaciones etc y realmente muy tiempo dedicado un proyecto mayoría días no actividad alguna considero siempre dio un trato correcto embargo objetivos esenciales unas practicas profesionales rozan ausencia cuales parecer adquirir experiencia fortalecer conocimiento adquirido carrera y aprender cosas nuevas,"AnalyzerOutput(output=NEU, probas={NEU: 0.798, POS: 0.175, NEG: 0.026})"
excelente atención parte equipo von riegen y muy buena relación actividades compañía,"AnalyzerOutput(output=POS, probas={POS: 0.975, NEU: 0.023, NEG: 0.003})"
buena empresa hacer prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.871, NEU: 0.115, NEG: 0.014})"
respecto organización todo bien embargo gustaría aclarar comencé practicas parecer mal fecha viene liga,"AnalyzerOutput(output=NEU, probas={NEU: 0.829, NEG: 0.138, POS: 0.033})"
buena organización procesos maneja permite permearse diferentes temas y situaciones laborales futuro vida laboral utilidad,"AnalyzerOutput(output=POS, probas={POS: 0.604, NEU: 0.380, NEG: 0.015})"
niniguno,"AnalyzerOutput(output=NEU, probas={NEU: 0.635, POS: 0.187, NEG: 0.178})"
ninguna,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.327, POS: 0.175})"
todo muy bien,"AnalyzerOutput(output=POS, probas={POS: 0.896, NEU: 0.092, NEG: 0.012})"
una empresa excelente permite aprendizaje constante,"AnalyzerOutput(output=POS, probas={POS: 0.910, NEU: 0.083, NEG: 0.007})"
muy buena organización y buen ambiente laboral,"AnalyzerOutput(output=POS, probas={POS: 0.975, NEU: 0.023, NEG: 0.002})"
muy buen ambiente laboral gusto realizando prácticas sat recomiendo ampliamente futuros estudiantes,"AnalyzerOutput(output=POS, probas={POS: 0.953, NEU: 0.044, NEG: 0.004})"
considero exedem no una empresa brinda estudiante aprendizaje no una empresa estructurada no cuenta capital humano tiempo completo y no lineamientos directrices seguir jefe pedía tareas manera confusa y vaga muchas veces tareas encomendadas no nada ver capacidades o conocimientos administradora empresas general no recomiendo empresa realizar prácticas provecho,"AnalyzerOutput(output=NEG, probas={NEG: 0.880, NEU: 0.113, POS: 0.006})"
encargados muy buena gente y preocupan él practicante aprenda y tiempo sientan personas,"AnalyzerOutput(output=POS, probas={POS: 0.951, NEU: 0.045, NEG: 0.004})"
jefa directa comportó cierta manera déspota conmigo respecto proyecto desarrollaba dentro organización cargaban muchas actividades realizar veces ya tenia apoyando personas dentro área desarrollo obligaciones y proyecto ambiente realizo prácticas suele un denso,"AnalyzerOutput(output=NEU, probas={NEU: 0.797, NEG: 0.104, POS: 0.099})"
yo sentí muy agusto organización debido actividades realicé esperaba y ambiente laboral muy agradable,"AnalyzerOutput(output=POS, probas={POS: 0.968, NEU: 0.029, NEG: 0.003})"
empresa muy buena mucha rotación practicantes,"AnalyzerOutput(output=POS, probas={POS: 0.967, NEU: 0.030, NEG: 0.003})"
ninguna,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.327, POS: 0.175})"
largo prácticas adquirí nuevos conocimientos muy gusto resultado,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.036, NEG: 0.004})"
debería dar una lista todas empresas estudiantes habilidades desempeñar udlap debería revisando organizaciones constantemente ver tocaría realizar practicantes y ver si realmente podrá poner práctica aprendido clases,"AnalyzerOutput(output=NEU, probas={NEU: 0.861, POS: 0.093, NEG: 0.046})"
debería diseñarse mejor manera proyecto y dar asesoría continua,"AnalyzerOutput(output=NEU, probas={NEU: 0.779, POS: 0.119, NEG: 0.102})"
gustó mucho haciendo prácticas sat ya puse práctica muchos conocimientos adquiridos carrera y aprendí mucho,"AnalyzerOutput(output=POS, probas={POS: 0.958, NEU: 0.039, NEG: 0.003})"
proporcionara equipo computo trabajar agradecimiento jefa directa ana mary cálida atención estancia y compartir conocimientos practica real empresas asimismo director general ing juan carlos igual forma muy cálido recibimiento empresa y facilitación desempeñar proyecto empresa,"AnalyzerOutput(output=POS, probas={POS: 0.723, NEU: 0.268, NEG: 0.009})"
ciertas actividades realizadas practica no van relacionadas carrera,"AnalyzerOutput(output=NEU, probas={NEU: 0.650, NEG: 0.327, POS: 0.023})"
excelente experiencia dentro empresa,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.036, NEG: 0.003})"
excelente organización,"AnalyzerOutput(output=POS, probas={POS: 0.659, NEU: 0.291, NEG: 0.050})"
excelente período prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.860, NEU: 0.127, NEG: 0.013})"
producto vende empresa si hace innovador y siento un producto puede llegar eficaz mercado dentro organización siento empresa muy mal dueño maneja puros practicantes y suele tener diferentes carreras no enfocan estudiando organización mal inventarios o practicantes igual entiende una start up y apenas va empezando si apenas logrando vender trajes baño producto principal vas ir proyectos o querer vender productos dueño haciendo puedes hacer comentarios respecto base estudiado y ves situación él final va tomar decisiones y pues hace quiere él persona buena y trata muy bien practicantes no siento sepa manejar muy bien metas y objetivos,"AnalyzerOutput(output=NEG, probas={NEG: 0.620, NEU: 0.350, POS: 0.030})"
todo excelente instalaciones calidad personal cálido supervisión director atenta y amigable,"AnalyzerOutput(output=POS, probas={POS: 0.949, NEU: 0.045, NEG: 0.006})"
muy contenta área trabajo considero fundamental trato brindaron departamento siempre amables todo dieron libertad hacer tareas hacen permitió empaparme prácticas realizan trabajo diariamente,"AnalyzerOutput(output=POS, probas={POS: 0.952, NEU: 0.044, NEG: 0.004})"
recomiendo formación una estructura clara procesos organización,"AnalyzerOutput(output=POS, probas={POS: 0.477, NEU: 0.475, NEG: 0.048})"
soltar tareas practicantes,"AnalyzerOutput(output=NEU, probas={NEU: 0.594, NEG: 0.343, POS: 0.063})"
abiertos escucharte y una empresa pequeña todos podemos ayudando,"AnalyzerOutput(output=POS, probas={POS: 0.637, NEU: 0.345, NEG: 0.018})"
gustó mucho trabajar empresa creo un potencial crecimiento importante un enfoque diferente manera hacer proyectos y da resultado,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.025, NEG: 0.003})"
ninguno,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.298, POS: 0.205})"
excelente lugar hacer prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.953, NEU: 0.042, NEG: 0.004})"
muy grato trabajar ya una organización ya pude dar cuenta una empresa forma trabaja y mejora aspectos no sabia,"AnalyzerOutput(output=POS, probas={POS: 0.971, NEU: 0.026, NEG: 0.003})"
ninguno,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.298, POS: 0.205})"
muy satisfactorias prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.964, NEU: 0.033, NEG: 0.003})"
gustaría añadir aparece hotel rosewood julio solicitado cambio hotel hilton garden inn ahorita llevando cabo prácticas profesionales y hotel califique,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.053, NEG: 0.021})"
ventanas paraíso un lugar lleno personas amigables disposición apoyarte necesario y perfecto llenarte experiencias y todo mucho aprendizaje considero brindan mucha confianza y libertad lograr desarrollo y desenvolverte muy importante personalmente siento muy afortunada personas involucradas departamento practiqué meses aprendí mucho y todo momento hicieron sentir parte equipo,"AnalyzerOutput(output=POS, probas={POS: 0.971, NEU: 0.026, NEG: 0.003})"
excelente organización prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.956, NEU: 0.040, NEG: 0.004})"
gusto mucho si podría si quedaría pendientes veracruz ir,"AnalyzerOutput(output=NEU, probas={NEU: 0.563, POS: 0.417, NEG: 0.020})"
creo grupo vidanta un lugar muchos años experiencia puede sacar mucho provecho y aprendizaje solo sugerencia creo bien departamentos tuvieran un plan especifico trabajo y actividades practicantes,"AnalyzerOutput(output=POS, probas={POS: 0.645, NEU: 0.348, NEG: 0.008})"
muy agradecida empresa y satisfecha desempeño y trabajo dentro misma reforzado conocimiento manera exponencial y rectificado gusto servicio sector hospitalidad,"AnalyzerOutput(output=POS, probas={POS: 0.934, NEU: 0.061, NEG: 0.005})"
encargado vincular alumnos grupo vidanta necesita mas comunicativo y organizado,"AnalyzerOutput(output=NEU, probas={NEU: 0.757, POS: 0.189, NEG: 0.054})"
excelente evento,"AnalyzerOutput(output=POS, probas={POS: 0.712, NEU: 0.247, NEG: 0.041})"
tuve salirme ipam semana haber trabajado debido funciones tuve nada ver licenciatura y una semana ver si mejorara situacion dentro organización trabaje cuponerapp totalmente diferente y excedio expectativas,"AnalyzerOutput(output=NEU, probas={NEU: 0.761, NEG: 0.196, POS: 0.043})"
un ambiente laboral excelente lleno aprendizaje,"AnalyzerOutput(output=POS, probas={POS: 0.958, NEU: 0.039, NEG: 0.003})"
ninguno,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.298, POS: 0.205})"
ambiente excelente aprendi hacer varias cosas nuevas y siento ayudara mucho un futuro cercano ambiente laboral,"AnalyzerOutput(output=POS, probas={POS: 0.968, NEU: 0.030, NEG: 0.002})"
organización brindó capacitación necesaria desempeñar actividades,"AnalyzerOutput(output=NEU, probas={NEU: 0.594, POS: 0.368, NEG: 0.038})"
definir mejor actividades realizar comienzo,"AnalyzerOutput(output=NEU, probas={NEU: 0.677, POS: 0.296, NEG: 0.027})"
todo muy bien aprendí bastante,"AnalyzerOutput(output=POS, probas={POS: 0.931, NEU: 0.063, NEG: 0.006})"
muy buena retroalimentación apoyo constante,"AnalyzerOutput(output=POS, probas={POS: 0.969, NEU: 0.029, NEG: 0.003})"
cambios administrativos organización hicieron perder sentido prácticas pesar último mentor mejor y aprendí cosas mercadotecnia y relaciones públicas actividades realizaba él o persona necesitaba ayuda irrelevantes aprendizaje archivar cosas ordenar papeles,"AnalyzerOutput(output=NEG, probas={NEG: 0.505, NEU: 0.481, POS: 0.013})"
una empresa dedicada rubro exportacion productos y una excelente empresa llevar acabo practicas profesion excelente capacitacion y buenas formas envolver practicante dentro funcion desempeñar,"AnalyzerOutput(output=POS, probas={POS: 0.733, NEU: 0.258, NEG: 0.009})"
muy mal trato hacia trabajadores no solo practicante si no general solían muy groseros vi salir gente veces,"AnalyzerOutput(output=NEG, probas={NEG: 0.973, NEU: 0.023, POS: 0.004})"
gustando mucho,"AnalyzerOutput(output=NEU, probas={NEU: 0.549, POS: 0.237, NEG: 0.214})"
creo jefe debería tener un paciencia hora enseñarnos,"AnalyzerOutput(output=NEU, probas={NEU: 0.763, NEG: 0.127, POS: 0.110})"
una experiencia mucho aprendizaje,"AnalyzerOutput(output=POS, probas={POS: 0.918, NEU: 0.075, NEG: 0.007})"
no brindan ningún apoyo económico embargo contactos conocimiento y todo paciencia enseñar personas egresando facilitó y motivo aprendizaje así impulsarme desarrollarme profesionalmente finanzas,"AnalyzerOutput(output=NEU, probas={NEU: 0.664, POS: 0.258, NEG: 0.078})"
muy buen ambiente laboral tuvieron mucha paciencia conmigo y enseñaron mucho,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.018, NEG: 0.003})"
excelente organización aprendí mucho y siempre un gran trato todos,"AnalyzerOutput(output=POS, probas={POS: 0.979, NEU: 0.018, NEG: 0.003})"
buen trato persona encargada empresa,"AnalyzerOutput(output=NEU, probas={NEU: 0.580, POS: 0.399, NEG: 0.021})"
tener un mejor control área contabilidad y actividades claras,"AnalyzerOutput(output=NEU, probas={NEU: 0.658, POS: 0.309, NEG: 0.033})"
ninguno,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.298, POS: 0.205})"
muy buen lugar realizar practicas,"AnalyzerOutput(output=POS, probas={POS: 0.970, NEU: 0.027, NEG: 0.002})"
pregunta si organización brindó beneficios no aplica institución,"AnalyzerOutput(output=NEU, probas={NEU: 0.769, NEG: 0.208, POS: 0.023})"
no ninguna sugerencia llevo una experiencia muy grata realizar prácticas empresa,"AnalyzerOutput(output=POS, probas={POS: 0.963, NEU: 0.035, NEG: 0.002})"
gusto mucho colaborar empresa aprendí demasiado y aplique conocimientos aprendidos universidad,"AnalyzerOutput(output=POS, probas={POS: 0.966, NEU: 0.031, NEG: 0.003})"
organización exige mucho hace salir zona confort y entrar mundo real laboral una parte encanto hizo superara expectativas y empujarme dar embargo puntos quisiera resaltar cómo hecho eventos cdmx y uno va pagar comidas realmente no dinero viaticos uno responsabilidades manejo dinero podrían poner peligro o situaciones peligrosas becario no horario establecido técnicamente iba am pm realmente piden estes casi casi atento quiero recalcar proyectos padres uno pone una balanza verdad si pesado nivel estrés someten cañón exigencia atento aún fines semana responsabilidades y desembolsos viaticos realmente no reembolso comidas gasolina,"AnalyzerOutput(output=NEG, probas={NEG: 0.598, NEU: 0.383, POS: 0.019})"
